Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 
0.00863879	 -186.97	 2.94	 -14.98	 -59.2	 1.46819e-06	 -28.76	 
0.0104849	 -186.97	 2.94	 -14.98	 -59.2	 1.5451e-06	 -28.76	 
0.0104849	 -186.97	 2.94	 -14.98	 -59.2	 2.15639e-06	 -28.76	 
0.0104849	 -186.97	 2.94	 -14.98	 -59.2	 2.15641e-06	 -28.76	 
0.0126986	 -186.97	 2.94	 -14.98	 -59.2	 2.26827e-06	 -28.76	 
0.0126986	 -186.97	 2.94	 -14.98	 -59.2	 3.15548e-06	 -28.76	 
0.0126986	 -186.97	 2.94	 -14.98	 -59.2	 3.15544e-06	 -28.76	 
0.0153526	 -186.97	 2.94	 -14.98	 -59.2	 3.31776e-06	 -28.7599	 
0.0153526	 -186.97	 2.94	 -14.98	 -59.2	 4.60288e-06	 -28.7599	 
0.0153526	 -186.97	 2.94	 -14.98	 -59.2	 4.60288e-06	 -28.7599	 
0.0185392	 -186.97	 2.94	 -14.98	 -59.2	 4.84022e-06	 -28.7599	 
0.0185392	 -186.97	 2.94	 -14.98	 -59.2	 6.7027e-06	 -28.7599	 
0.0185392	 -186.97	 2.94	 -14.98	 -59.2	 6.70271e-06	 -28.7599	 
0.0223581	 -186.97	 2.94	 -14.98	 -59.2001	 7.04306e-06	 -28.7599	 
0.0223581	 -186.97	 2.94	 -14.98	 -59.2001	 9.73373e-06	 -28.7598	 
0.0223581	 -186.97	 2.94	 -14.98	 -59.2001	 9.73363e-06	 -28.7598	 
0.026948	 -186.97	 2.94	 -14.98	 -59.2001	 1.0234e-05	 -28.7598	 
0.026948	 -186.97	 2.94	 -14.98	 -59.2001	 1.41306e-05	 -28.7598	 
0.026948	 -186.97	 2.94	 -14.98	 -59.2001	 1.41309e-05	 -28.7598	 
0.0324454	 -186.97	 2.94	 -14.98	 -59.2001	 1.4841e-05	 -28.7598	 
0.0324454	 -186.97	 2.94	 -14.98	 -59.2002	 2.0459e-05	 -28.7597	 
0.0324454	 -186.97	 2.94	 -14.98	 -59.2002	 2.04584e-05	 -28.7597	 
0.0390274	 -186.97	 2.94	 -14.98	 -59.2002	 2.148e-05	 -28.7597	 
0.0390274	 -186.97	 2.94	 -14.98	 -59.2002	 2.9566e-05	 -28.7595	 
0.0390274	 -186.97	 2.94	 -14.98	 -59.2002	 2.95659e-05	 -28.7595	 
0.0469043	 -186.97	 2.94	 -14.98	 -59.2002	 3.1033e-05	 -28.7595	 
0.0469043	 -186.97	 2.94	 -14.98	 -59.2003	 4.2658e-05	 -28.7593	 
0.0469043	 -186.97	 2.94	 -14.98	 -59.2003	 4.26578e-05	 -28.7593	 
0.0563408	 -186.97	 2.94	 -14.98	 -59.2004	 4.47814e-05	 -28.7593	 
0.0563408	 -186.97	 2.94	 -14.98	 -59.2005	 6.15051e-05	 -28.759	 
0.0563408	 -186.97	 2.94	 -14.98	 -59.2005	 6.15053e-05	 -28.759	 
0.0677102	 -186.97	 2.94	 -14.98	 -59.2005	 6.46661e-05	 -28.759	 
0.0677102	 -186.97	 2.94	 -14.98	 -59.2007	 8.88849e-05	 -28.7586	 
0.0677102	 -186.97	 2.94	 -14.98	 -59.2007	 8.88874e-05	 -28.7586	 
0.0814204	 -186.97	 2.94	 -14.98	 -59.2007	 9.34884e-05	 -28.7585	 
0.0814204	 -186.97	 2.94	 -14.98	 -59.201	 0.000128624	 -28.758	 
0.0814204	 -186.97	 2.94	 -14.98	 -59.201	 0.000128622	 -28.758	 
0.0978236	 -186.97	 2.94	 -14.98	 -59.2011	 0.000134987	 -28.7579	 
0.0978236	 -186.97	 2.94	 -14.98	 -59.2015	 0.000185474	 -28.7571	 
0.0978236	 -186.97	 2.94	 -14.98	 -59.2015	 0.000185462	 -28.7571	 
0.117436	 -186.97	 2.94	 -14.98	 -59.2016	 0.000194572	 -28.757	 
0.117436	 -186.97	 2.94	 -14.98	 -59.2021	 0.000266964	 -28.7558	 
0.117436	 -186.97	 2.94	 -14.98	 -59.2021	 0.000266962	 -28.7558	 
0.140661	 -186.97	 2.94	 -14.98	 -59.2022	 0.000279271	 -28.7556	 
0.140661	 -186.97	 2.94	 -14.98	 -59.2031	 0.000381825	 -28.754	 
0.140661	 -186.97	 2.94	 -14.98	 -59.2031	 0.000381793	 -28.754	 
0.168382	 -186.97	 2.94	 -14.98	 -59.2032	 0.000400121	 -28.7537	 
0.168382	 -186.97	 2.94	 -14.98	 -59.2044	 0.000546435	 -28.7514	 
0.168382	 -186.97	 2.94	 -14.98	 -59.2044	 0.00054645	 -28.7514	 
0.201647	 -186.97	 2.94	 -14.98	 -59.2046	 0.000573501	 -28.751	 
0.201647	 -186.97	 2.94	 -14.98	 -59.2063	 0.000783732	 -28.7477	 
0.201647	 -186.97	 2.94	 -14.98	 -59.2063	 0.000783712	 -28.7477	 
0.241564	 -186.97	 2.94	 -14.98	 -59.2067	 0.000822557	 -28.7471	 
0.241564	 -186.97	 2.94	 -14.98	 -59.2091	 0.00112461	 -28.7424	 
0.241564	 -186.97	 2.94	 -14.98	 -59.2091	 0.00112452	 -28.7424	 
0.288967	 -186.97	 2.94	 -14.98	 -59.2096	 0.00117681	 -28.7416	 
0.288967	 -186.97	 2.94	 -14.98	 -59.213	 0.00160506	 -28.7348	 
0.288967	 -186.97	 2.94	 -14.98	 -59.213	 0.0016048	 -28.7348	 
0.343662	 -186.97	 2.94	 -14.98	 -59.2135	 0.00166564	 -28.7339	 
0.343662	 -186.97	 2.94	 -14.98	 -59.2183	 0.0022505	 -28.7247	 
0.343662	 -186.97	 2.94	 -14.98	 -59.2183	 0.00224986	 -28.7247	 
0.421831	 -186.97	 2.94	 -14.98	 -59.2202	 0.00248223	 -28.7211	 
0.421831	 -186.97	 2.94	 -14.98	 -59.2287	 0.00351516	 -28.7049	 
0.421831	 -186.97	 2.94	 -14.98	 -59.2287	 0.00351974	 -28.7047	 
0.5	 -186.97	 2.94	 -14.98	 -59.2287	 0.00352064	 -28.7047	 
0.5	 -186.97	 2.94	 -14.98	 -59.2386	 0.00474083	 -28.6854	 
0.5	 -186.97	 2.94	 -14.98	 -59.2386	 0.00472874	 -28.6857	 
0.6	 -186.97	 2.94	 -14.98	 -59.2411	 0.00503982	 -28.6808	 
0.6	 -186.97	 2.94	 -14.98	 -59.2562	 0.00686895	 -28.6523	 
0.6	 -186.97	 2.94	 -14.98	 -59.2563	 0.00688106	 -28.6519	 
0.733333	 -186.97	 2.94	 -14.98	 -59.261	 0.00745229	 -28.6429	 
0.733333	 -186.97	 2.94	 -14.98	 -59.2858	 0.0104812	 -28.5947	 
0.733333	 -186.97	 2.94	 -14.98	 -59.2858	 0.0104732	 -28.595	 
0.866667	 -186.97	 2.94	 -14.98	 -59.2858	 0.0104731	 -28.595	 
0.866667	 -186.97	 2.94	 -14.98	 -59.3146	 0.0139824	 -28.5393	 
0.866667	 -186.97	 2.94	 -14.98	 -59.3145	 0.0139492	 -28.5401	 
1	 -186.97	 2.94	 -14.98	 -59.3144	 0.0139441	 -28.5402	 
1	 -186.97	 2.94	 -14.98	 -59.3468	 0.0178406	 -28.479	 
1	 -186.97	 2.94	 -14.98	 -59.3468	 0.0178413	 -28.4788	 
1.11111	 -186.97	 2.94	 -14.98	 -59.3417	 0.0172263	 -28.4884	 
